"Work_Year","Field","Job_Title","Experience_Level","Work_Time_Arrangement","Work_Office_Arrangement","Company_Size","Continent","Country","Company_Location_Code3","Salary_USD"
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",184300
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",340100
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",199500
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",358000
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",210000
2024,"Software Development   (general)","Software Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",147000
2024,"Software Development   (general)","Software Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",112200
2024,"Software Development   (general)","Software Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",205000
2024,"Software Development   (general)","Software Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Software Development   (general)","Software Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Software Development   (general)","Software Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",194750
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",129960
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",205000
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",266000
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",177688
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",205000
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",194750
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",129200
2024,"Software Development   (general)","Site Reliability Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",280000
2024,"Software Development   (general)","Site Reliability Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",187040
2024,"Software Development   (general)","Site Reliability Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",266000
2024,"Software Development   (general)","Site Reliability Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",177688
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",280000
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",187040
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",266000
2024,"Software Development   (general)","Site Reliability Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",177688
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",237500
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",137750
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",184300
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",237500
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",137750
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",205000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",410000
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Software Development   (general)","Software Development Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Software Development   (general)","Software Development Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Software Development   (general)","Software Development Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Software Development   (general)","Software Development Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Software Development   (general)","Software Development Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",389500
2024,"Software Development   (general)","Software Development Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",184300
2024,"Software Development   (general)","Software Development Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",410000
2024,"Software Development   (general)","Software Development Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",237500
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",137750
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","Canada","CAN",210960
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","Canada","CAN",117000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",205000
2024,"Data Science","Research Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",280000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",410000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",224000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",194750
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",129200
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",266000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",175750
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",184300
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",205000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",280000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",168500
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",119000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",360000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",165000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",184300
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",137750
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",184300
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",342000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",216600
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",194000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",137750
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",342000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",156750
2024,"Data Science","Research Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Data Science","Research Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",137750
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",290700
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",154280
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",410000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",224000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",337250
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",184300
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",250000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",355000
